Title,Year,Rating,Runtime,Critic.Score,Box.Office,Award
Block Party,2005,R,103,92,11.7,TRUE
Mirrormask,2005,PG,101,54,0.8,FALSE
V for Vendetta,2005,R,132,73,70.5,FALSE
The World's Fastest Indian,2005,PG-13,127,82,5,FALSE
The White Countess,2005,PG-13,135,50,1.6,FALSE
Wassup Rockers,2005,R,111,36,0.1,FALSE
When Do We Eat?,2005,R,86,42,0.4,FALSE
Brick,2005,R,110,80,2,FALSE
Preaching to the Choir,2005,PG-13,103,36,0.3,FALSE
Thank You for Smoking,2005,R,92,86,24.6,FALSE
La mujer de mi hermano,2005,R,89,20,2.8,FALSE
Hard Candy,2005,R,104,68,1,FALSE
The Promise,2005,PG-13,121,31,0.6,FALSE
The Notorious Bettie Page,2005,R,91,56,1.4,FALSE
An American Haunting,2005,PG-13,83,12,16.2,FALSE
Goal! The Dream Begins,2005,PG-13,118,44,4.2,TRUE
Pretty Persuasion,2005,R,104,32,0.0586,FALSE
The Lost City,2005,R,144,25,2.4,FALSE
Kinky Boots,2005,PG-13,107,57,1.7,FALSE
The Heart of the Game,2005,PG-13,97,86,0.4,TRUE
Shadowboxer,2005,R,93,18,0.3,FALSE
Strangers with Candy,2005,R,97,52,1.9,FALSE
Leonard Cohen: I'm Your Man,2005,PG-13,105,69,0.8,TRUE
Boynton Beach Club,2005,R,105,60,3,FALSE
The Quiet,2005,R,96,21,0.3,FALSE
Trust the Man,2005,R,103,27,1.5,FALSE
Lassie,2005,PG,100,93,0.5,FALSE
The Protector,2005,R,81,54,11.9,TRUE
Harsh Times,2005,R,116,48,3.3,FALSE
Slow Burn,2005,R,93,12,1.2,TRUE
Adam & Steve,2005,R,99,55,0.2,TRUE
"The Prize Winner of Defiance, Ohio",2005,PG-13,99,57,0.4,FALSE
How the Garcia Girls Spent Their Summer,2005,R,128,79,0.0914,TRUE
Sweet Land,2005,PG,110,85,1.3,TRUE
Love's Abiding Joy,2006,PG,87,13,0.2,TRUE
Grandma's Boy,2006,R,94,18,5.9,FALSE
Last Holiday,2006,PG-13,112,55,38.4,TRUE
Tristan + Isolde,2006,PG-13,125,32,14.6,TRUE
Underworld: Evolution,2006,R,106,16,62.3,FALSE
Big Momma's House 2,2006,PG-13,99,6,70.1,FALSE
Roving Mars,2006,G,40,70,10,TRUE
Annapolis,2006,PG-13,108,10,16.8,FALSE
Something New,2006,PG-13,99,61,11.4,FALSE
When a Stranger Calls,2006,PG-13,87,9,47.9,FALSE
Believe in Me,2006,PG,131,60,0.2,FALSE
Final Destination 3,2006,R,93,43,54.1,FALSE
Curious George,2006,G,86,69,58.3,FALSE
The Pink Panther,2006,PG,93,22,82.2,TRUE
Firewall,2006,PG-13,105,19,48.7,TRUE
Freedomland,2006,R,113,23,12.3,FALSE
Eight Below,2006,PG,120,72,81.6,FALSE
The Second Chance,2006,PG-13,102,40,0.4,TRUE
Date Movie,2006,PG-13,83,7,48.5,FALSE
Madea's Family Reunion,2006,PG-13,107,25,63.2,FALSE
Running Scared,2006,R,122,40,6.7,FALSE
Doogal,2006,G,78,8,7.3,TRUE
Deep Sea,2006,G,41,91,42,FALSE
Aquamarine,2006,PG,104,51,18.6,FALSE
Ultraviolet,2006,PG-13,88,9,18.3,TRUE
16 Blocks,2006,PG-13,105,55,36.9,FALSE
Failure to Launch,2006,PG-13,97,24,88.7,FALSE
The Shaggy Dog,2006,PG,98,26,61,TRUE
The Hills Have Eyes,2006,R,107,49,41.7,TRUE
Don't Trip... He Ain't Through with Me Yet,2006,PG,90,45,0.2,TRUE
Church Ball,2006,PG,91,18,0.3,FALSE
Find Me Guilty,2006,R,125,61,0.6,FALSE
Inside Man,2006,R,129,86,88.4,FALSE
Larry the Cable Guy: Health Inspector,2006,PG-13,89,5,15.7,TRUE
Stay Alive,2006,PG-13,85,9,23,FALSE
Slither,2006,R,95,86,7.8,TRUE
ATL,2006,PG-13,105,62,21.2,FALSE
Basic Instinct 2,2006,R,114,7,5.9,FALSE
Ice Age: The Meltdown,2006,PG,91,57,195.3,TRUE
The Benchwarmers,2006,PG-13,80,11,57.7,FALSE
Phat Girlz,2006,PG-13,99,23,6.9,FALSE
Take the Lead,2006,PG-13,118,44,34.7,FALSE
Ask the Dust,2006,R,117,35,0.6,FALSE
Scary Movie 4,2006,PG-13,83,37,90.7,FALSE
The Wild,2006,G,94,20,37.3,FALSE
The Sentinel,2006,PG-13,108,33,36.2,TRUE
American Dreamz,2006,PG-13,107,41,7.2,FALSE
Journey from the Fall,2006,R,135,92,0.5,TRUE
Silent Hill,2006,R,125,29,47,FALSE
Akeelah and the Bee,2006,PG,112,84,18.8,FALSE
Stick It,2006,PG-13,103,31,26.9,TRUE
The TV Set,2006,R,88,64,0.0345,TRUE
United 93,2006,R,111,91,31.5,FALSE
RV,2006,PG,99,23,71.4,TRUE
Hoot,2006,PG,91,26,8.1,FALSE
Mission: Impossible III,2006,PG-13,126,70,133.4,TRUE
Art School Confidential,2006,R,102,36,3.2,TRUE
Just My Luck,2006,PG-13,103,13,17.2,FALSE
Poseidon,2006,PG-13,98,33,60.7,TRUE
See No Evil,2006,R,84,8,15,FALSE
Over the Hedge,2006,PG,83,75,155,TRUE
The Da Vinci Code,2006,PG-13,149,25,217.5,FALSE
X-Men: The Last Stand,2006,PG-13,104,58,234.2,FALSE
The Break-Up,2006,PG-13,106,33,118.7,FALSE
Keeping Up with the Steins,2006,PG-13,90,37,4.3,FALSE
The Omen,2006,R,110,27,54.6,TRUE
A Prairie Home Companion,2006,PG-13,105,81,20.2,FALSE
Cars,2006,G,117,74,244.1,FALSE
Garfield 2,2006,PG,78,11,28.3,FALSE
The Fast and the Furious: Tokyo Drift,2006,PG-13,104,37,62.5,FALSE
The Lake House,2006,PG,99,35,52.3,TRUE
Nacho Libre,2006,PG,92,40,80.2,TRUE
Click,2006,PG-13,107,32,137.3,TRUE
Peaceful Warrior,2006,PG-13,120,25,1,FALSE
Romeo & Juliet: Sealed with a Kiss,2006,G,76,20,0.0809,TRUE
Waist Deep,2006,R,97,27,21.3,TRUE
Superman Returns,2006,PG-13,154,76,200,TRUE
The Devil Wears Prada,2006,PG-13,109,75,124.7,TRUE
An Inconvenient Truth,2006,PG,100,93,23.7,FALSE
Quinceañera,2006,R,90,86,1.5,FALSE
Pirates of the Caribbean: Dead Man's Chest,2006,PG-13,151,54,423,FALSE
"You, Me and Dupree",2006,PG-13,108,21,75.6,FALSE
Littleman,2006,PG-13,98,12,58.3,FALSE
The Celestine Prophecy,2006,PG,99,4,1,FALSE
Monster House,2006,PG,91,74,73.7,FALSE
Lady in the Water,2006,PG-13,110,24,42.2,FALSE
Wordplay,2006,PG,94,95,2.9,TRUE
Clerks II,2006,R,97,63,24,TRUE
My Super Ex-Girlfriend,2006,PG-13,95,40,22.4,TRUE
Miami Vice,2006,R,134,47,63.4,TRUE
John Tucker Must Die,2006,PG-13,89,26,40.9,FALSE
Scoop,2006,PG-13,96,39,10.5,FALSE
The Ant Bully,2006,PG,88,63,28.1,TRUE
A Scanner Darkly,2006,R,100,69,5.3,TRUE
Barnyard,2006,PG,90,22,72.6,FALSE
Talladega Nights: The Ballad of Ricky Bobby,2006,PG-13,108,72,148.2,TRUE
Who Killed the Electric Car?,2006,PG,92,88,1.3,TRUE
The Night Listener,2006,R,91,40,7.8,FALSE
World Trade Center,2006,PG-13,129,68,70.2,FALSE
The Butterfly Effect 2,2006,R,92,0,57,TRUE
Pulse,2006,PG-13,90,10,20.2,TRUE
Step Up,2006,PG-13,104,19,65.3,FALSE
Zoom,2006,PG,83,3,11.6,TRUE
Snakes on a Plane,2006,R,105,68,33.9,FALSE
Accepted,2006,PG-13,93,36,36.3,FALSE
Little Miss Sunshine,2006,R,101,91,59.8,TRUE
Material Girls,2006,PG,97,4,11.3,FALSE
Invincible,2006,PG,105,71,57.8,FALSE
How to Eat Fried Worms,2006,PG,98,59,13,FALSE
Idlewild,2006,R,121,48,12.5,FALSE
Beerfest,2006,R,110,41,19,FALSE
Crank,2006,R,88,61,27.8,FALSE
Crossover,2006,PG-13,95,2,7,TRUE
The Illusionist,2006,PG-13,110,74,39.7,TRUE
The Covenant,2006,PG-13,97,3,23.3,TRUE
Hollywoodland,2006,R,126,69,14.3,FALSE
Broken Bridges,2006,PG-13,105,5,0.2,FALSE
Everyone's Hero,2006,G,88,41,14.5,FALSE
The Last Kiss,2006,R,104,46,11.5,TRUE
Beer League,2006,R,86,27,0.5,FALSE
Gridiron Gang,2006,PG-13,125,42,38.4,FALSE
The Black Dahlia,2006,R,121,32,22.5,FALSE
Flyboys,2006,PG-13,140,33,13,FALSE
Jackass Number Two,2006,R,92,63,72.8,TRUE
Half Nelson,2006,R,106,90,2.6,FALSE
Open Season,2006,PG,83,48,84.3,FALSE
School for Scoundrels,2006,PG-13,100,25,17.8,TRUE
Facing the Giants,2006,PG,111,13,10.1,TRUE
The Guardian,2006,PG-13,139,37,55,FALSE
The Texas Chainsaw Massacre: The Beginning,2006,R,91,12,39.4,FALSE
The Departed,2006,R,151,91,132.3,FALSE
Employee of the Month,2006,PG-13,103,20,28.4,FALSE
Infamous,2006,R,110,73,1.1,FALSE
The Grudge 2,2006,PG-13,102,10,39.1,FALSE
One Night with the King,2006,PG,123,19,13.4,TRUE
A Guide to Recognizing Your Saints,2006,R,100,76,0.4,TRUE
Alex Rider: Operation Stormbreaker,2006,PG,93,34,0.6,TRUE
Man of the Year,2006,PG-13,115,21,37.4,TRUE
The Marine,2006,PG-13,92,20,18.7,TRUE
O Jerusalem,2006,R,100,35,0.2,FALSE
Fur: An Imaginary Portrait of Diane Arbus,2006,R,122,32,0.1,TRUE
Flags of Our Fathers,2006,R,135,73,33.6,TRUE
Marie Antoinette,2006,PG-13,123,55,16,TRUE
The Prestige,2006,PG-13,130,76,53,FALSE
Flicka,2006,PG,95,54,20.9,TRUE
Lonely Hearts,2006,R,108,48,0.1,TRUE
Running with Scissors,2006,R,116,31,6.8,FALSE
Saw III,2006,R,108,28,80.2,FALSE
Conversations with God,2006,PG,109,7,0.3,TRUE
Catch a Fire,2006,PG-13,101,76,4.3,FALSE
Little Children,2006,R,136,80,5.3,FALSE
The Santa Clause 3: The Escape Clause,2006,G,97,15,84.4,FALSE
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,R,84,91,128.4,TRUE
Flushed Away,2006,PG,85,72,64.5,FALSE
Babel,2006,R,143,69,34.2,FALSE
Breaking and Entering,2006,R,120,34,0.9,TRUE
The Return,2006,PG-13,85,16,7.7,TRUE
A Good Year,2006,PG-13,117,25,7.4,TRUE
Goya's Ghosts,2006,R,113,30,0.7,FALSE
Stranger Than Fiction,2006,PG-13,113,72,40.1,FALSE
The Queen,2006,PG-13,103,97,56.2,FALSE
Happy Feet,2006,PG,108,75,197.9,FALSE
Fast Food Nation,2006,R,116,50,0.9,TRUE
Let's Go to Prison,2006,R,84,12,5.5,FALSE
Casino Royale,2006,PG-13,144,95,167,FALSE
The Fountain,2006,PG-13,96,51,10,TRUE
For Your Consideration,2006,PG-13,86,50,5.5,TRUE
Deck the Halls,2006,PG,93,6,35.1,TRUE
Tenacious D in The Pick of Destiny,2006,R,93,54,8.2,FALSE
Deja Vu,2006,PG-13,126,55,63.9,FALSE
Bobby,2006,R,120,46,11.1,FALSE
The Nativity Story,2006,PG,101,38,37.6,TRUE
Turistas,2006,R,93,16,6.9,FALSE
Van Wilder 2: The Rise of Taj,2006,R,97,7,3.8,FALSE
The U.S. vs. John Lennon,2006,PG-13,99,77,1,FALSE
The Holiday,2006,PG-13,138,47,63.2,TRUE
Apocalypto,2006,R,139,65,50.8,FALSE
Unaccompanied Minors,2006,PG,90,31,16.6,FALSE
Blood Diamond,2006,R,143,62,57.3,FALSE
Charlotte's Web,2006,G,97,78,82.1,TRUE
The Pursuit of Happyness,2006,PG-13,117,67,162.6,FALSE
Rocky Balboa,2006,PG,102,76,70.1,FALSE
We Are Marshall,2006,PG,131,49,43.5,TRUE
Night at the Museum,2006,PG,108,44,250.8,TRUE
The Good Shepherd,2006,R,167,54,59.8,TRUE
Dreamgirls,2006,PG-13,130,78,103.3,FALSE
Happily N'Ever After,2006,PG,87,4,151.9,TRUE
Thr3e,2006,PG-13,101,5,1,FALSE
Children of Men,2006,R,109,92,35.3,FALSE
Alpha Dog,2006,R,122,55,15.1,TRUE
God Grew Tired of Us,2006,PG,89,91,0.1,TRUE
Pan's Labyrinth,2006,R,118,95,37.4,TRUE
The Painted Veil,2006,PG-13,125,74,7.9,TRUE
The Good German,2006,R,105,33,0.9,FALSE
Idiocracy,2006,R,84,73,0.3,FALSE
Smokin' Aces,2006,R,108,29,35.6,FALSE
Catch and Release,2006,PG-13,124,21,15.3,TRUE
Letters from Iwo Jima,2006,R,141,91,13.7,FALSE
10 Items or Less,2006,R,82,63,0.0693,FALSE
Factory Girl,2006,R,90,19,1.6,TRUE
The Bridge,2006,R,94,67,0.0493,TRUE
The Astronaut Farmer,2006,PG,104,57,11,TRUE
Amazing Grace,2006,PG,118,70,21.2,FALSE
Black Snake Moan,2006,R,116,66,9.3,TRUE
Copying Beethoven,2006,PG-13,104,28,0.2,FALSE
300,2006,R,117,60,210.6,FALSE
Starter for 10,2006,PG-13,92,89,0.2,FALSE
Miss Potter,2006,PG,92,66,2.9,TRUE
The Ultimate Gift,2006,PG,114,32,3.2,FALSE
First Snow,2006,R,101,58,0.1,FALSE
The Namesake,2006,PG-13,122,87,13.5,TRUE
Seraphim Falls,2006,R,115,55,0.3,FALSE
Jesus Camp,2006,PG-13,87,87,0.8,FALSE
Blind Dating,2006,PG-13,95,25,0.0619,FALSE
The Ex,2006,PG-13,89,19,3,TRUE
Away from Her,2006,PG-13,110,94,15.8,FALSE
Bug,2006,R,102,61,7,FALSE
Hollywood Dreams,2006,R,100,36,0.0892,FALSE
DOA: Dead or Alive,2006,PG-13,87,34,0.3,TRUE
Rescue Dawn,2006,PG-13,120,91,5.3,TRUE
El cantante,2006,R,106,25,7.5,FALSE
Mini's First Time,2006,R,91,54,0.0218,TRUE
Skinwalkers,2006,R,110,14,1,FALSE
Come Early Morning,2006,R,97,83,0.0502,FALSE
Fay Grim,2006,R,118,44,0.0618,TRUE
Bella,2006,PG-13,91,44,7.9,TRUE
Southland Tales,2006,R,145,36,0.2,TRUE
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,2006,R,100,57,0.5,FALSE
Penelope,2006,PG,104,53,9.8,FALSE
Bonneville,2006,PG,93,40,0.3,FALSE
Little Chenier,2006,R,120,60,0.0444,TRUE
The Fall,2006,R,117,59,2.1,TRUE
Civic Duty,2006,R,98,56,0.0549,TRUE
The Foot Fist Way,2006,R,85,54,0.2,TRUE
The Heart Specialist,2006,R,99,0,1.1,TRUE
Starting Out in the Evening,2007,PG-13,111,87,0.6,TRUE
Music Within,2007,R,94,33,0.1,FALSE
Code Name: The Cleaner,2007,PG-13,84,4,8.1,TRUE
Freedom Writers,2007,PG-13,123,69,36.5,FALSE
Primeval,2007,R,93,19,10.4,TRUE
Stomp the Yard,2007,PG-13,109,26,61.4,TRUE
The Hitcher,2007,R,84,21,16.2,FALSE
Blood and Chocolate,2007,PG-13,98,11,3.4,FALSE
Epic Movie,2007,PG-13,86,2,39.7,FALSE
Because I Said So,2007,PG-13,102,5,42.6,TRUE
The Messengers,2007,PG-13,90,12,35.4,FALSE
The Last Sin Eater,2007,PG-13,117,19,0.2,TRUE
Norbit,2007,PG-13,102,9,95.3,TRUE
Daddy's Little Girls,2007,PG-13,100,26,31.3,FALSE
Music and Lyrics,2007,PG-13,96,62,50.5,FALSE
Bridge to Terabithia,2007,PG,96,85,82.2,FALSE
Breach,2007,PG-13,110,84,33,FALSE
Ghost Rider,2007,PG-13,114,26,115.8,TRUE
The Number 23,2007,R,101,8,35.1,FALSE
Reno 911!: Miami,2007,R,84,35,20.3,FALSE
Wild Hogs,2007,PG-13,100,14,168.2,TRUE
Zodiac,2007,R,157,89,33,FALSE
Shoot Down,2007,PG-13,85,80,0.0514,FALSE
Dead Silence,2007,R,89,21,16.5,FALSE
Premonition,2007,PG-13,96,8,47.9,TRUE
Reign Over Me,2007,R,124,64,19.7,TRUE
Shooter,2007,R,124,48,47,TRUE
The Hills Have Eyes II,2007,R,89,11,20.8,FALSE
TMNT,2007,PG,87,34,54.1,FALSE
Pride,2007,PG,104,45,7,FALSE
The Last Mimzy,2007,PG,90,53,21.4,FALSE
Blades of Glory,2007,PG-13,93,69,118.2,FALSE
Meet the Robinsons,2007,G,95,66,97.7,FALSE
The Lookout,2007,R,99,87,4.5,FALSE
Are We Done Yet?,2007,PG,92,8,50,TRUE
Firehouse Dog,2007,PG,111,38,13.9,TRUE
The Reaping,2007,R,99,8,25.1,FALSE
Grindhouse,2007,R,191,83,24.9,FALSE
Redline,2007,PG-13,95,0,6.8,FALSE
Disturbia,2007,PG-13,105,68,80.1,FALSE
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,R,86,48,5.4,FALSE
My Name Is Bruce,2007,R,86,40,0.1,FALSE
Perfect Stranger,2007,R,109,11,23.7,FALSE
Pathfinder,2007,R,99,11,10.2,TRUE
Hot Fuzz,2007,R,121,91,23.6,FALSE
Fracture,2007,R,113,71,39,FALSE
Vacancy,2007,R,85,56,19,TRUE
In the Land of Women,2007,PG-13,97,43,11,TRUE
The Hammer,2007,R,88,80,0.3,TRUE
The Condemned,2007,R,113,15,7.3,TRUE
The Invisible,2007,PG-13,102,20,20.5,TRUE
Next,2007,PG-13,96,28,18,FALSE
Spider-Man 3,2007,PG-13,139,63,336.5,TRUE
Lucky You,2007,PG-13,124,29,5.7,FALSE
Interview,2007,R,84,57,0.3,FALSE
Delta Farce,2007,PG-13,90,5,8.1,TRUE
Georgia Rule,2007,R,113,17,18.9,FALSE
Year of the Dog,2007,PG-13,97,69,1.5,FALSE
Shrek the Third,2007,PG,93,40,320.7,TRUE
Pirates of the Caribbean: At World's End,2007,PG-13,169,45,309.4,FALSE
Waitress,2007,PG-13,108,89,18.7,FALSE
Mr. Brooks,2007,R,120,55,28.4,TRUE
Crazy Love,2007,PG-13,92,78,0.2,FALSE
Gracie,2007,PG-13,95,60,2.9,FALSE
Hostel: Part II,2007,R,94,44,17.5,FALSE
Ocean's Thirteen,2007,PG-13,122,70,117.1,TRUE
Surf's Up,2007,PG,85,78,58.9,TRUE
The Living Wake,2007,PG-13,91,50,0.0121,TRUE
Fantastic 4: Rise of the Silver Surfer,2007,PG,92,37,131.8,FALSE
Nancy Drew,2007,PG,99,49,25.5,FALSE
1408,2007,PG-13,104,79,71.9,FALSE
A Mighty Heart,2007,R,108,79,9.1,TRUE
Evan Almighty,2007,PG,96,23,100.3,TRUE
Live Free or Die Hard,2007,PG-13,128,82,134.5,FALSE
Ratatouille,2007,G,111,96,206.4,FALSE
Evening,2007,PG-13,117,27,12.4,FALSE
License to Wed,2007,PG-13,91,7,43.7,FALSE
Nanking,2007,R,88,96,0.0455,TRUE
Sicko,2007,PG-13,123,92,24.3,FALSE
Rise: Blood Hunter,2007,R,97,33,0.0594,FALSE
Harry Potter and the Order of the Phoenix,2007,PG-13,138,79,292,FALSE
You Kill Me,2007,R,93,78,2.3,FALSE
Captivity,2007,R,96,9,2.6,TRUE
Joshua,2007,R,106,62,0.4,TRUE
I Now Pronounce You Chuck & Larry,2007,PG-13,115,14,119.7,TRUE
Hairspray,2007,PG,117,91,118.8,TRUE
Who's Your Caddy?,2007,PG-13,93,6,5.5,FALSE
I Know Who Killed Me,2007,R,105,7,7.2,TRUE
The Simpsons Movie,2007,PG-13,87,90,183,TRUE
No Reservations,2007,PG,104,42,43.1,FALSE
Bratz,2007,PG,110,9,9.9,TRUE
Underdog,2007,PG,84,14,43.7,FALSE
Hot Rod,2007,PG-13,88,40,13.9,FALSE
Talk to Me,2007,R,118,82,4.4,TRUE
The Bourne Ultimatum,2007,PG-13,115,93,227.4,FALSE
Daddy Day Camp,2007,PG,93,1,13.2,FALSE
The Walker,2007,R,108,54,0.0432,FALSE
Rush Hour 3,2007,PG-13,91,18,140.1,FALSE
Stardust,2007,PG-13,127,76,38.2,FALSE
Superbad,2007,R,113,88,121.5,FALSE
Arctic Tale,2007,G,96,61,0.6,FALSE
The Invasion,2007,PG-13,99,19,15,TRUE
September Dawn,2007,R,111,13,1.1,TRUE
Resurrecting the Champ,2007,PG-13,112,60,2.9,FALSE
Illegal Tender,2007,R,108,15,3.1,FALSE
The Legend of God's Gun,2007,R,78,0,0.0772,TRUE
Balls of Fury,2007,PG-13,90,23,32.8,TRUE
Halloween,2007,R,109,25,58.2,FALSE
Death Sentence,2007,R,105,20,9.5,FALSE
Ladrón que roba a ladrón,2007,PG-13,98,66,4,FALSE
The Brothers Solomon,2007,R,93,15,0.9,TRUE
Shoot 'Em Up,2007,R,86,67,12.7,FALSE
3:10 to Yuma,2007,R,122,89,53.6,FALSE
Greetings from the Shore,2007,R,116,70,0.0405,TRUE
Mr. Woodcock,2007,PG-13,87,13,25.8,TRUE
The Brave One,2007,R,122,43,36.8,TRUE
The Hunting Party,2007,R,101,53,0.8,FALSE
Eastern Promises,2007,R,100,89,17.1,FALSE
Sydney White,2007,PG-13,108,37,11.7,TRUE
Resident Evil: Extinction,2007,R,94,22,50.6,FALSE
Good Luck Chuck,2007,R,96,5,35,TRUE
Feast of Love,2007,R,101,39,3.4,FALSE
In the Valley of Elah,2007,R,121,73,6.6,FALSE
Rocket Science,2007,R,101,84,0.6,TRUE
The Kingdom,2007,R,110,51,47.5,TRUE
The Game Plan,2007,PG,110,29,90.5,TRUE
Feel the Noise,2007,PG-13,86,12,5.9,FALSE
The Heartbreak Kid,2007,R,116,29,36.8,FALSE
Control,2007,R,122,87,0.8,FALSE
The Jane Austen Book Club,2007,PG-13,106,65,3.3,FALSE
The 11th Hour,2007,PG,95,67,0.6,FALSE
Elizabeth: The Golden Age,2007,PG-13,114,35,16.3,FALSE
The Final Season,2007,PG,119,26,1,FALSE
Michael Clayton,2007,R,119,90,49,FALSE
We Own the Night,2007,R,117,57,28.6,FALSE
Across the Universe,2007,PG-13,133,53,24.3,FALSE
Trade,2007,R,120,29,0.1,TRUE
Rendition,2007,R,122,47,9.7,FALSE
Sarah Landon and the Paranormal Hour,2007,PG,81,0,0.8,TRUE
Into the Wild,2007,R,148,82,18.2,TRUE
The Ten Commandments,2007,PG,88,14,0.8,TRUE
30 Days of Night,2007,R,113,51,39.6,FALSE
Gone Baby Gone,2007,R,114,94,20.3,FALSE
Things We Lost in the Fire,2007,R,118,65,3.2,TRUE
The Assassination of Jesse James by the Coward Robert Ford,2007,R,160,76,3.8,TRUE
The Comebacks,2007,PG-13,84,9,13.3,FALSE
Paranoid Park,2007,R,85,76,0.2,TRUE
The Darjeeling Limited,2007,R,91,68,11.7,TRUE
Dan in Real Life,2007,PG-13,98,64,47.6,FALSE
Saw IV,2007,R,93,17,63.3,TRUE
Youth Without Youth,2007,R,124,30,0.1,TRUE
Darfur Now,2007,PG,98,73,0.0639,FALSE
Lars and the Real Girl,2007,PG-13,106,81,5.8,TRUE
Bee Movie,2007,PG,91,51,126.6,TRUE
In the Shadow of the Moon,2007,PG,100,95,0.9,FALSE
Martian Child,2007,PG,106,33,7.5,TRUE
American Gangster,2007,R,157,80,130.1,TRUE
Lions for Lambs,2007,R,92,27,15,FALSE
P2,2007,R,98,35,4,FALSE
Fred Claus,2007,PG,116,21,72,FALSE
Mr. Magorium's Wonder Emporium,2007,G,93,37,31.9,TRUE
What Would Jesus Buy?,2007,PG,91,57,0.1,TRUE
Love in the Time of Cholera,2007,R,139,26,4.6,FALSE
Beowulf,2007,PG-13,115,71,82.2,TRUE
Redacted,2007,R,90,45,0.0256,FALSE
Enchanted,2007,PG,107,93,127.7,FALSE
No Country for Old Men,2007,R,122,93,74.2,TRUE
August Rush,2007,PG,114,37,31.5,TRUE
The Mist,2007,R,126,73,25.5,FALSE
This Christmas,2007,PG-13,117,56,49.1,FALSE
Sleuth,2007,R,86,36,0.2,FALSE
Awake,2007,R,84,23,14.3,FALSE
The Golden Compass,2007,PG-13,113,42,70.1,FALSE
I'm Not There.,2007,R,135,76,3.7,TRUE
Before the Devil Knows You're Dead,2007,R,117,88,7,TRUE
Noëlle,2007,PG,90,57,0.2,FALSE
The Perfect Holiday,2007,PG,96,16,5.8,FALSE
I Am Legend,2007,PG-13,101,70,256.3,TRUE
Alvin and the Chipmunks,2007,PG,92,27,217.2,TRUE
Margot at the Wedding,2007,R,91,52,1.9,TRUE
Charlie Wilson's War,2007,R,102,82,66.6,FALSE
Walk Hard: The Dewey Cox Story,2007,R,96,74,18.3,FALSE
National Treasure: Book of Secrets,2007,PG,124,35,219.9,FALSE
Sweeney Todd: The Demon Barber of Fleet Street,2007,R,116,86,52.8,FALSE
Juno,2007,PG-13,96,94,143.4,FALSE
Aliens vs. Predator: Requiem,2007,R,94,12,41.7,FALSE
In the Name of the King: A Dungeon Siege Tale,2007,PG-13,127,4,4.5,FALSE
The Kite Runner,2007,PG-13,128,66,15.7,FALSE
The Bucket List,2007,PG-13,97,41,93.5,FALSE
Atonement,2007,R,123,83,50.8,TRUE
Cassandra's Dream,2007,PG-13,108,46,0.9,TRUE
How She Move,2007,PG-13,94,66,7,FALSE
There Will Be Blood,2007,R,158,91,40.1,FALSE
The Savages,2007,R,113,89,6.4,FALSE
The Diving Bell and the Butterfly,2007,PG-13,112,94,5.9,FALSE
Diary of the Dead,2007,R,95,62,0.7,TRUE
Charlie Bartlett,2007,R,97,56,3.7,TRUE
Persepolis,2007,PG-13,96,96,4.3,TRUE
U2 3D,2007,G,85,93,10.4,TRUE
The King of Kong: A Fistful of Quarters,2007,PG-13,79,97,0.5,FALSE
The Band's Visit,2007,PG-13,87,98,3,FALSE
"Run, Fatboy, Run",2007,PG-13,100,48,5.9,TRUE
Married Life,2007,PG-13,91,55,1.2,FALSE
Teeth,2007,R,94,79,0.2,FALSE
Funny Games,2007,R,111,52,1,TRUE
Under the Same Moon,2007,PG-13,106,73,12.5,FALSE
88 Minutes,2007,R,108,5,16.9,TRUE
Then She Found Me,2007,R,100,50,3.7,TRUE
Surfwise,2007,R,93,98,0.2,TRUE
The Visitor,2007,PG-13,104,89,9.2,FALSE
Trumbo,2007,PG-13,96,82,0.0281,FALSE
Broken English,2007,PG-13,93,64,0.8,TRUE
Encounters at the End of the World,2007,G,99,94,0.7,FALSE
The Ten,2007,R,96,37,0.5,FALSE
The Life Before Her Eyes,2007,R,90,24,0.2,TRUE
Snow Angels,2007,R,107,68,0.3,TRUE
Towelhead,2007,R,124,49,0.3,FALSE
Tortilla Heaven,2007,PG-13,98,25,0.0735,FALSE
Nobel Son,2007,R,110,25,0.3,TRUE
Everybody Wants to Be Italian,2007,R,105,9,0.3,TRUE
Earth,2007,G,90,87,32,FALSE
Battle for Terra,2007,PG,85,48,1.6,TRUE
Brooklyn Rules,2007,R,99,45,0.2,FALSE
Paranormal Activity,2007,R,86,83,107.9,FALSE
One Missed Call,2008,PG-13,87,0,26.8,FALSE
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,G,85,39,12.7,FALSE
Mad Money,2008,PG-13,104,22,20.5,TRUE
27 Dresses,2008,PG-13,111,41,76.8,FALSE
Cloverfield,2008,PG-13,85,77,80,FALSE
Bigger Stronger Faster*,2008,PG-13,105,96,0.2,FALSE
The Mysteries of Pittsburgh,2008,R,95,12,0.0328,FALSE
Untraceable,2008,R,101,16,28.7,TRUE
Meet the Spartans,2008,PG-13,86,2,38.2,TRUE
Rambo,2008,R,92,37,42.7,TRUE
Over Her Dead Body,2008,PG-13,95,15,7.5,TRUE
